,Year,Age,Female,Male,Total
500,1770-1774,56,0.031211000000000003,0.038438,0.034443
501,1770-1774,57,0.031104000000000003,0.03726,0.033877
502,1770-1774,58,0.032499,0.037668,0.034844
503,1770-1774,59,0.035523,0.039882,0.037511
504,1770-1774,60,0.039791,0.043545,0.041507999999999996
505,1770-1774,61,0.046564,0.051608,0.048835
506,1770-1774,62,0.052801999999999995,0.059471,0.055758
507,1770-1774,63,0.058105,0.06668099999999999,0.061845000000000004
508,1770-1774,64,0.061665,0.072313,0.066228
509,1770-1774,65,0.06328500000000001,0.075999,0.068629
510,1770-1774,66,0.06336900000000001,0.0757,0.068523
511,1770-1774,67,0.065232,0.07682,0.070059
512,1770-1774,68,0.069574,0.080206,0.07399700000000001
513,1770-1774,69,0.077535,0.087085,0.081511
514,1770-1774,70,0.089417,0.097785,0.09290599999999999
515,1770-1774,71,0.102375,0.111632,0.1062
516,1770-1774,72,0.113817,0.124517,0.118191
517,1770-1774,73,0.122878,0.135397,0.127934
518,1770-1774,74,0.127843,0.141921,0.133459
519,1770-1774,75,0.127572,0.141994,0.133266
520,1770-1774,76,0.129709,0.141188,0.13425
521,1770-1774,77,0.135143,0.14246099999999998,0.138052
522,1770-1774,78,0.145174,0.146799,0.145826
523,1770-1774,79,0.16201400000000002,0.155887,0.159523
524,1770-1774,80,0.179136,0.193021,0.184331
525,1770-1774,81,0.200971,0.212061,0.205129
526,1770-1774,82,0.221671,0.229861,0.22474899999999998
527,1770-1774,83,0.24038800000000002,0.24585700000000002,0.24244699999999997
528,1770-1774,84,0.253784,0.257752,0.255277
529,1770-1774,85,0.257409,0.26263800000000004,0.259364
530,1770-1774,86,0.257048,0.265271,0.260087
531,1770-1774,87,0.254769,0.267204,0.259293
532,1770-1774,88,0.251676,0.271047,0.258556
533,1770-1774,89,0.252362,0.280663,0.26212199999999997
534,1770-1774,90,0.300687,0.320868,0.30750900000000003
535,1770-1774,91,0.309467,0.330214,0.316398
536,1770-1774,92,0.317716,0.339503,0.3249
537,1770-1774,93,0.325538,0.349034,0.33317199999999997
538,1770-1774,94,0.333092,0.35870100000000005,0.34128000000000003
539,1770-1774,95,0.340546,0.368668,0.349382
540,1770-1774,96,0.348487,0.379562,0.358068
541,1770-1774,97,0.357575,0.391059,0.367706
542,1770-1774,98,0.367731,0.407225,0.379391
543,1770-1774,99,0.37939,0.431478,0.39420900000000003
544,1770-1774,100,0.393407,0.474261,0.41505299999999995
545,1770-1774,101,0.40836300000000003,0.559737,0.44449799999999995
546,1770-1774,102,0.41711000000000004,0.6400680000000001,0.460422
547,1770-1774,103,0.46697,0.766555,0.509617
548,1770-1774,104,0.5668920000000001,0.875576,0.602215
549,1770-1774,105,0.683483,2.1333330000000004,0.782411
550,1770-1774,106,0.8472219999999999,,0.8472219999999999
551,1770-1774,107,2.1333330000000004,,2.1333330000000004
552,1770-1774,108,,,
553,1770-1774,109,,,
554,1770-1774,110,,,
555,1775-1779,0,0.213119,0.24063299999999999,0.22701300000000002
556,1775-1779,1,0.068624,0.06994600000000001,0.06928200000000001
557,1775-1779,2,0.044763,0.045728,0.045243
558,1775-1779,3,0.030805000000000003,0.031782,0.031289
559,1775-1779,4,0.02768,0.028607999999999998,0.028142
560,1775-1779,5,0.02416,0.024988,0.024575
561,1775-1779,6,0.015871,0.016771,0.016321000000000002
562,1775-1779,7,0.009978,0.010914,0.010444
563,1775-1779,8,0.006405,0.007325,0.006862
564,1775-1779,9,0.004974,0.005855,0.005409000000000001
565,1775-1779,10,0.005107,0.005963,0.005528
566,1775-1779,11,0.0057740000000000005,0.006595999999999999,0.006178
567,1775-1779,12,0.006249,0.006997,0.006618000000000001
568,1775-1779,13,0.006512,0.00715,0.006827
569,1775-1779,14,0.006561,0.007054,0.006804999999999999
570,1775-1779,15,0.0064340000000000005,0.006769,0.0066
571,1775-1779,16,0.006046,0.006375,0.006208
572,1775-1779,17,0.005854,0.006273,0.006059
573,1775-1779,18,0.00585,0.006456999999999999,0.006145
574,1775-1779,19,0.006012,0.006914,0.006449
575,1775-1779,20,0.00628,0.007553,0.006894
576,1775-1779,21,0.006807,0.008334999999999999,0.007543000000000001
577,1775-1779,22,0.007295,0.008931,0.008083
578,1775-1779,23,0.0077659999999999995,0.009351,0.008528
579,1775-1779,24,0.008244,0.009604999999999999,0.008897
580,1775-1779,25,0.00875,0.009719,0.009214
581,1775-1779,26,0.008922,0.009495,0.009197
582,1775-1779,27,0.009119,0.009415999999999999,0.009262000000000001
583,1775-1779,28,0.00933,0.009474,0.009399
584,1775-1779,29,0.009569,0.009685,0.009623999999999999
585,1775-1779,30,0.009824,0.010005,0.009909999999999999
586,1775-1779,31,0.010468,0.010638,0.010549
587,1775-1779,32,0.010992,0.011101999999999999,0.011044
588,1775-1779,33,0.011348,0.011359000000000001,0.011353
589,1775-1779,34,0.011491,0.011372,0.011434999999999999
590,1775-1779,35,0.011487,0.011219,0.011359999999999999
591,1775-1779,36,0.011162,0.010735,0.01096
592,1775-1779,37,0.01111,0.010604,0.010869
593,1775-1779,38,0.011314,0.010796,0.011067
594,1775-1779,39,0.011746,0.011262000000000001,0.011514
595,1775-1779,40,0.012288,0.011871,0.012086
596,1775-1779,41,0.013228,0.013224000000000001,0.013226
597,1775-1779,42,0.013897999999999999,0.014399,0.014137
598,1775-1779,43,0.014287000000000001,0.015378,0.014803
599,1775-1779,44,0.014396,0.016149,0.015216999999999998
600,1775-1779,45,0.014303,0.016778,0.01545
601,1775-1779,46,0.013584,0.016341,0.014863
602,1775-1779,47,0.013222999999999999,0.016274,0.014639
603,1775-1779,48,0.013211,0.016569999999999998,0.014771000000000001
604,1775-1779,49,0.013525,0.017199000000000002,0.015231999999999999
605,1775-1779,50,0.014057,0.018017,0.015897
606,1775-1779,51,0.015588,0.019919,0.017606
607,1775-1779,52,0.017067,0.021621,0.019193
608,1775-1779,53,0.018473,0.023104,0.020638
609,1775-1779,54,0.019798,0.024373,0.021935
610,1775-1779,55,0.02113,0.025551,0.023188
611,1775-1779,56,0.021174000000000002,0.025306,0.02308
612,1775-1779,57,0.021758,0.025507,0.023475
613,1775-1779,58,0.022914,0.026157,0.024394
614,1775-1779,59,0.024652,0.027198000000000003,0.025816000000000002
615,1775-1779,60,0.026802999999999997,0.028443,0.027556999999999998
616,1775-1779,61,0.031037000000000002,0.032492,0.031704
617,1775-1779,62,0.035301,0.036868,0.036015
618,1775-1779,63,0.039587,0.041723,0.04055
619,1775-1779,64,0.043938,0.047319,0.045441
620,1775-1779,65,0.048477,0.053819000000000006,0.050809
621,1775-1779,66,0.0512,0.05728099999999999,0.053827
622,1775-1779,67,0.054584,0.061105999999999994,0.057369
623,1775-1779,68,0.058559,0.06492,0.06124500000000001
624,1775-1779,69,0.062959,0.06819800000000001,0.065152
625,1775-1779,70,0.067464,0.070587,0.06876399999999999
626,1775-1779,71,0.075285,0.075926,0.075552
627,1775-1779,72,0.083459,0.081858,0.082791
628,1775-1779,73,0.091835,0.088791,0.09056399999999999
629,1775-1779,74,0.10018200000000001,0.097166,0.098928
630,1775-1779,75,0.10849600000000001,0.10744000000000001,0.10805999999999999
631,1775-1779,76,0.11213,0.11326900000000001,0.112595
632,1775-1779,77,0.116225,0.118343,0.11708199999999999
633,1775-1779,78,0.12175699999999999,0.123057,0.12228
634,1775-1779,79,0.129634,0.127198,0.128654
635,1775-1779,80,0.140323,0.146342,0.142591
636,1775-1779,81,0.152272,0.157856,0.154329
637,1775-1779,82,0.16522799999999999,0.171438,0.167471
638,1775-1779,83,0.178594,0.186961,0.18158
639,1775-1779,84,0.191961,0.205792,0.196879
640,1775-1779,85,0.20532199999999998,0.230652,0.21433400000000002
641,1775-1779,86,0.21866300000000002,0.258432,0.232791
642,1775-1779,87,0.23283299999999998,0.289573,0.252844
643,1775-1779,88,0.24966100000000002,0.326331,0.276301
644,1775-1779,89,0.271912,0.375044,0.306675
645,1775-1779,90,0.273638,0.31353200000000003,0.28665100000000004
646,1775-1779,91,0.292615,0.337934,0.307196
647,1775-1779,92,0.31300700000000004,0.363211,0.328973
648,1775-1779,93,0.33450599999999997,0.38915900000000003,0.351702
649,1775-1779,94,0.357053,0.416889,0.37567399999999995
650,1775-1779,95,0.381579,0.44555200000000006,0.40131500000000003
651,1775-1779,96,0.40821399999999997,0.47617200000000004,0.42902299999999993
652,1775-1779,97,0.437246,0.514074,0.46045699999999995
653,1775-1779,98,0.47087700000000005,0.565796,0.49886199999999997
654,1775-1779,99,0.5116310000000001,0.638792,0.547859
655,1775-1779,100,0.564446,0.75113,0.6149020000000001
656,1775-1779,101,0.644252,0.9112899999999999,0.710775
657,1775-1779,102,0.797117,1.1438629999999999,0.8794649999999999
658,1775-1779,103,1.1232090000000001,1.901857,1.273941
659,1775-1779,104,1.6875,6.0,1.870866
660,1775-1779,105,2.947059,,2.947059
661,1775-1779,106,2.3316060000000003,,2.3316060000000003
662,1775-1779,107,6.0,,6.0
663,1775-1779,108,,,
664,1775-1779,109,,,
665,1775-1779,110,,,
666,1780-1784,0,0.197207,0.224517,0.21095100000000003
667,1780-1784,1,0.070062,0.07370700000000001,0.071877
668,1780-1784,2,0.044007,0.046516,0.045255000000000004
669,1780-1784,3,0.032148,0.033645999999999995,0.032892000000000005
670,1780-1784,4,0.029856999999999998,0.031056,0.030452999999999997
671,1780-1784,5,0.026272000000000004,0.027733999999999998,0.026999000000000002
672,1780-1784,6,0.018394999999999998,0.019901,0.019145
673,1780-1784,7,0.012412000000000001,0.013886,0.013147
674,1780-1784,8,0.008477,0.009829000000000001,0.009152
675,1780-1784,9,0.006644,0.007765,0.007203
676,1780-1784,10,0.006499,0.0073219999999999995,0.006909
677,1780-1784,11,0.0069700000000000005,0.007613,0.0072900000000000005
678,1780-1784,12,0.007293000000000001,0.007819,0.007554000000000001
679,1780-1784,13,0.007442,0.007908,0.007673
680,1780-1784,14,0.007411,0.007873999999999999,0.007640999999999999
681,1780-1784,15,0.007240000000000001,0.0077599999999999995,0.007499
682,1780-1784,16,0.006755,0.007412,0.0070799999999999995
683,1780-1784,17,0.006469,0.007247,0.006851
684,1780-1784,18,0.006383,0.007276,0.006818
685,1780-1784,19,0.006511,0.007522,0.006999999999999999
686,1780-1784,20,0.006784,0.007926,0.007331999999999999
687,1780-1784,21,0.007383,0.00867,0.008
688,1780-1784,22,0.007903,0.00936,0.008601000000000001
689,1780-1784,23,0.008334999999999999,0.009994,0.009129
690,1780-1784,24,0.008646,0.010546999999999999,0.009556
691,1780-1784,25,0.008851000000000001,0.011014,0.009885
692,1780-1784,26,0.008806,0.01102,0.009866
693,1780-1784,27,0.008854,0.011013,0.009888
694,1780-1784,28,0.00902,0.011021,0.009978
695,1780-1784,29,0.009329,0.01107,0.010163
696,1780-1784,30,0.009729999999999999,0.011132,0.010402
697,1780-1784,31,0.010457,0.011583,0.010998
698,1780-1784,32,0.010995999999999999,0.011918999999999999,0.011441
699,1780-1784,33,0.011290999999999999,0.012102,0.011683
700,1780-1784,34,0.011311,0.012129000000000001,0.011706999999999999
701,1780-1784,35,0.011119,0.012062,0.011576000000000001
702,1780-1784,36,0.010546999999999999,0.01163,0.011072
703,1780-1784,37,0.010326,0.011507,0.010898
704,1780-1784,38,0.010449,0.011687999999999999,0.011048
705,1780-1784,39,0.010904,0.012168,0.011515000000000001
706,1780-1784,40,0.011590000000000001,0.012858000000000001,0.012203
707,1780-1784,41,0.012703,0.014172,0.013411000000000001
708,1780-1784,42,0.013577,0.015371000000000001,0.014438
709,1780-1784,43,0.014145,0.016406,0.015225
710,1780-1784,44,0.014321,0.017193,0.015686000000000002
711,1780-1784,45,0.014188,0.017803,0.015895
712,1780-1784,46,0.013597,0.017638,0.015498
713,1780-1784,47,0.013349000000000001,0.017708,0.015391
714,1780-1784,48,0.013463999999999999,0.018040999999999998,0.015600999999999999
715,1780-1784,49,0.013981,0.018668999999999998,0.016165000000000002
716,1780-1784,50,0.014783000000000001,0.019500999999999998,0.016978999999999998
717,1780-1784,51,0.016271,0.021255,0.018594
718,1780-1784,52,0.017605000000000003,0.022933000000000002,0.020093
719,1780-1784,53,0.018726,0.024502,0.02143
720,1780-1784,54,0.019535,0.025894,0.022519
721,1780-1784,55,0.020133,0.027161,0.023437
722,1780-1784,56,0.019869,0.027404,0.023374000000000002
723,1780-1784,57,0.020291999999999998,0.027937,0.023808000000000003
724,1780-1784,58,0.021426,0.028813,0.024784
725,1780-1784,59,0.023326,0.030126999999999998,0.026382
726,1780-1784,60,0.025858999999999997,0.031839,0.028518
727,1780-1784,61,0.030494999999999998,0.035709,0.032813999999999996
728,1780-1784,62,0.035783999999999996,0.040695999999999996,0.037967
729,1780-1784,63,0.041907,0.047096,0.044211
730,1780-1784,64,0.049035,0.05522899999999999,0.051780999999999994
731,1780-1784,65,0.057289,0.06537899999999999,0.060864999999999995
732,1780-1784,66,0.061948,0.071495,0.06614500000000001
733,1780-1784,67,0.066218,0.076609,0.07076
734,1780-1784,68,0.07021799999999999,0.080809,0.074816
735,1780-1784,69,0.074168,0.084348,0.07855
736,1780-1784,70,0.07810299999999999,0.08719299999999999,0.081978
737,1780-1784,71,0.08530599999999999,0.09364600000000001,0.08882999999999999
738,1780-1784,72,0.092788,0.100405,0.095985
739,1780-1784,73,0.10012,0.10689000000000001,0.10295399999999999
740,1780-1784,74,0.106654,0.11240699999999999,0.10906600000000001
741,1780-1784,75,0.11235899999999999,0.117059,0.11434000000000001
742,1780-1784,76,0.11664100000000001,0.12278,0.11920599999999999
743,1780-1784,77,0.12196199999999999,0.129706,0.125162
744,1780-1784,78,0.128448,0.13801300000000002,0.132346
745,1780-1784,79,0.136793,0.14827100000000001,0.14139100000000002
746,1780-1784,80,0.148089,0.162302,0.153661
747,1780-1784,81,0.16349,0.175424,0.16816099999999998
748,1780-1784,82,0.180749,0.190899,0.18470599999999998
749,1780-1784,83,0.199149,0.208788,0.202874
750,1780-1784,84,0.215606,0.22676500000000002,0.21985300000000002
751,1780-1784,85,0.225345,0.24020300000000003,0.230868
752,1780-1784,86,0.23093200000000003,0.250828,0.238105
753,1780-1784,87,0.23365999999999998,0.25834,0.242261
754,1780-1784,88,0.234965,0.26172399999999996,0.244019
755,1780-1784,89,0.241037,0.268203,0.250042
756,1780-1784,90,0.309336,0.347612,0.321763
757,1780-1784,91,0.331038,0.373231,0.344358
758,1780-1784,92,0.354038,0.401469,0.368554
759,1780-1784,93,0.379031,0.433044,0.395024
760,1780-1784,94,0.406826,0.470049,0.424868
761,1780-1784,95,0.43700500000000003,0.5179189999999999,0.45903299999999997
762,1780-1784,96,0.47119099999999997,0.579308,0.499011
763,1780-1784,97,0.513113,0.653967,0.547357
764,1780-1784,98,0.560171,0.755584,0.6043470000000001
765,1780-1784,99,0.612775,0.928391,0.676017
766,1780-1784,100,0.689707,1.097628,0.759821
767,1780-1784,101,0.816191,1.42268,0.900257
768,1780-1784,102,1.048694,6.0,1.180791
769,1780-1784,103,1.534426,,1.534426
770,1780-1784,104,3.063291,,3.063291
771,1780-1784,105,,,
772,1780-1784,106,,,
773,1780-1784,107,,,
774,1780-1784,108,,,
775,1780-1784,109,,,
776,1780-1784,110,,,
777,1785-1789,0,0.22240900000000002,0.25362399999999996,0.238108
778,1785-1789,1,0.060382000000000005,0.063526,0.061951
779,1785-1789,2,0.039048,0.041565,0.040299
780,1785-1789,3,0.026326,0.027773000000000003,0.027042
781,1785-1789,4,0.022416,0.022956999999999998,0.022687
782,1785-1789,5,0.019522,0.020077,0.019801
783,1785-1789,6,0.014145,0.015130000000000001,0.01464
784,1785-1789,7,0.010204000000000001,0.01141,0.01081
785,1785-1789,8,0.0076560000000000005,0.008907,0.008283
786,1785-1789,9,0.006456,0.007601999999999999,0.007031
787,1785-1789,10,0.006339,0.007275,0.006809
788,1785-1789,11,0.006673999999999999,0.007462000000000001,0.00707
789,1785-1789,12,0.006959,0.0076359999999999996,0.007298999999999999
790,1785-1789,13,0.007164,0.00777,0.007468000000000001
791,1785-1789,14,0.007237,0.007809,0.007523
792,1785-1789,15,0.00722,0.007802,0.007511
793,1785-1789,16,0.0069819999999999995,0.007729000000000001,0.007352
794,1785-1789,17,0.006828,0.007836,0.007324
795,1785-1789,18,0.006737000000000001,0.008095999999999999,0.0074
796,1785-1789,19,0.006711,0.00851,0.0075840000000000005
797,1785-1789,20,0.006731,0.009033,0.00784
798,1785-1789,21,0.007026999999999999,0.009856,0.008381
799,1785-1789,22,0.007337000000000001,0.010611,0.008893999999999999
800,1785-1789,23,0.007684000000000001,0.011309999999999999,0.009398
801,1785-1789,24,0.008098000000000001,0.011978,0.009923999999999999
802,1785-1789,25,0.008574,0.012611,0.010466
803,1785-1789,26,0.008882,0.012678,0.010675
804,1785-1789,27,0.009225,0.012783,0.010918
805,1785-1789,28,0.009606,0.012941999999999999,0.011202
806,1785-1789,29,0.010003,0.013134,0.011507
807,1785-1789,30,0.010359,0.013304,0.011778
808,1785-1789,31,0.010962999999999999,0.013974,0.012411
809,1785-1789,32,0.011401999999999999,0.014516999999999999,0.012901
810,1785-1789,33,0.011691,0.014956,0.013262000000000001
811,1785-1789,34,0.011831999999999999,0.015311000000000002,0.013509
812,1785-1789,35,0.011889,0.015625,0.013693
813,1785-1789,36,0.011585,0.015372,0.013416999999999998
814,1785-1789,37,0.011599,0.015375,0.013427000000000001
815,1785-1789,38,0.01192,0.015609999999999999,0.013705000000000002
816,1785-1789,39,0.01257,0.016103,0.014278
817,1785-1789,40,0.013452,0.016791,0.015064
818,1785-1789,41,0.014803,0.01817,0.016428
819,1785-1789,42,0.015847,0.019372999999999998,0.017549000000000002
820,1785-1789,43,0.016493999999999998,0.020343,0.01835
821,1785-1789,44,0.016643,0.021034999999999998,0.018758
822,1785-1789,45,0.016393,0.02153,0.018858
823,1785-1789,46,0.015708,0.021319,0.01839
824,1785-1789,47,0.015552000000000002,0.021485,0.018374
825,1785-1789,48,0.015897,0.022000000000000002,0.018787
826,1785-1789,49,0.016699000000000002,0.022802,0.019576
827,1785-1789,50,0.017797,0.023765,0.020597999999999998
828,1785-1789,51,0.019302,0.025373,0.022136000000000003
829,1785-1789,52,0.020502,0.026701,0.023381
830,1785-1789,53,0.021458,0.027791000000000003,0.024387
831,1785-1789,54,0.022255,0.028706,0.025231
832,1785-1789,55,0.023078,0.029606999999999998,0.026087
833,1785-1789,56,0.023684,0.030136000000000003,0.02665
834,1785-1789,57,0.025005,0.031414,0.027939999999999996
835,1785-1789,58,0.027009,0.033455,0.029944
836,1785-1789,59,0.029642,0.036274,0.032636
837,1785-1789,60,0.032672,0.039689999999999996,0.035807
838,1785-1789,61,0.036944,0.043936,0.040066000000000004
839,1785-1789,62,0.041119,0.047911,0.044154
840,1785-1789,63,0.045262000000000004,0.051729,0.048158
841,1785-1789,64,0.0495,0.055612,0.052242
842,1785-1789,65,0.05404,0.059721,0.056593
843,1785-1789,66,0.05734500000000001,0.06341000000000001,0.060046
844,1785-1789,67,0.061271000000000006,0.067687,0.064099
845,1785-1789,68,0.065885,0.072425,0.06874
846,1785-1789,69,0.071148,0.077206,0.073774
847,1785-1789,70,0.076861,0.081926,0.079045
848,1785-1789,71,0.084323,0.08933200000000001,0.086461
849,1785-1789,72,0.092074,0.09739600000000001,0.094323
850,1785-1789,73,0.100399,0.10656600000000001,0.102975
851,1785-1789,74,0.10963699999999998,0.117513,0.11288499999999999
852,1785-1789,75,0.119999,0.130394,0.12422799999999999
853,1785-1789,76,0.128049,0.138712,0.132364
854,1785-1789,77,0.136994,0.1474,0.141183
855,1785-1789,78,0.14695999999999998,0.156325,0.15070999999999998
856,1785-1789,79,0.157879,0.16501400000000002,0.160722
857,1785-1789,80,0.165494,0.178767,0.17058099999999998
858,1785-1789,81,0.182816,0.196502,0.18798900000000002
859,1785-1789,82,0.199889,0.21407800000000002,0.205195
860,1785-1789,83,0.215031,0.229729,0.22049499999999997
861,1785-1789,84,0.22631300000000001,0.24275700000000003,0.23241399999999998
862,1785-1789,85,0.233141,0.254414,0.241029
863,1785-1789,86,0.240008,0.268404,0.25050500000000003
